test,maximum,minimum,med,expected,variance,deviation
Read,9.370186,1.860083,2.2919465,2.64191340019999,0.736251035248871,0.858050718342961
Write,14.43752,2.601867,3.281143,3.59709292539999,0.920273472884439,0.959308851665843
Sync,59.028456,6.889842,23.691875,23.9082817342001,1.8244310151282,1.35071500144487
