test,maximum,minimum,med,expected,variance,deviation
Read,30.033359,6.04169,11.363212,11.7337552332733,1.69384689932078,1.30147873563911
Write,24.137986,8.449329,10.824002,11.34579560785,1.63525945983508,1.2787726380538
Sync,51.988455,12.831171,33.566,31.3499009176,33.7639767945327,5.81067782573881
