Thread, #Threads, Test type, E6AXIS, Test #, Time (s)
4, 5, Read, 1, 459, 0.002144337
4, 5, Read, 1, 460, 0.004716452
4, 5, Read, 1, 461, 0.001841435
4, 5, Read, 1, 462, 0.002561709
4, 5, Read, 1, 463, 0.002190921
4, 5, Read, 1, 464, 0.002024838
4, 5, Read, 1, 465, 0.002761036
4, 5, Read, 1, 466, 0.002063601
4, 5, Read, 1, 467, 0.002664794
4, 5, Read, 1, 468, 0.002217391
4, 5, Read, 1, 469, 0.004641093
4, 5, Read, 1, 470, 0.002062344
4, 5, Read, 1, 471, 0.002782058
4, 5, Read, 1, 472, 0.002278502
4, 5, Read, 1, 473, 0.002039994
4, 5, Read, 1, 474, 0.002763759
4, 5, Read, 1, 475, 0.001960515
4, 5, Read, 1, 476, 0.002831575
4, 5, Read, 1, 477, 0.002212852
4, 5, Read, 1, 478, 0.004465442
4, 5, Read, 1, 479, 0.002148947
4, 5, Read, 1, 480, 0.002821798
4, 5, Read, 1, 481, 0.002207403
4, 5, Read, 1, 482, 0.002027632
4, 5, Read, 1, 483, 0.002771023
4, 5, Read, 1, 484, 0.001977905
4, 5, Read, 1, 485, 0.00272381
4, 5, Read, 1, 486, 0.002180585
4, 5, Read, 1, 487, 0.004618255
4, 5, Read, 1, 488, 0.002053194
4, 5, Read, 1, 489, 0.002691125
4, 5, Read, 1, 490, 0.002164312
4, 5, Read, 1, 491, 0.002002071
4, 5, Read, 1, 492, 0.002743087
4, 5, Read, 1, 493, 0.002003677
4, 5, Read, 1, 494, 0.002699925
4, 5, Read, 1, 495, 0.002553677
4, 5, Read, 1, 496, 0.00461169
4, 5, Read, 1, 497, 0.002013524
4, 5, Read, 1, 498, 0.002717524
4, 5, Read, 1, 499, 0.002197277
4, 5, Read, 1, 500, 0.001990337
4, 5, Read, 1, 501, 0.002713893
4, 5, Read, 1, 502, 0.0020328
4, 5, Read, 1, 503, 0.002743785
4, 5, Read, 1, 504, 0.002163823
4, 5, Read, 1, 505, 0.004883722
4, 5, Read, 1, 506, 0.001979372
4, 5, Read, 1, 507, 0.00313273
4, 5, Read, 1, 508, 0.002157397
4, 5, Read, 1, 509, 0.001970013
4, 5, Read, 1, 510, 0.002669962
4, 5, Read, 1, 511, 0.002292051
4, 5, Read, 1, 512, 0.002365454
4, 5, Read, 1, 513, 0.002182121
4, 5, Read, 1, 514, 0.004693963
4, 5, Read, 1, 515, 0.002004445
4, 5, Read, 1, 516, 0.002691194
4, 5, Read, 1, 517, 0.002214807
4, 5, Read, 1, 518, 0.002014502
4, 5, Read, 1, 519, 0.002729886
4, 5, Read, 1, 520, 0.001994457
4, 5, Read, 1, 521, 0.002747067
4, 5, Read, 1, 522, 0.002201467
4, 5, Read, 1, 523, 0.004709607
