PING 10.0.0.1 (10.0.0.1) 56(84) bytes of data.
Bytes,IP,ICMP Seq,TTL,Time
64,10.0.0.1,763,128,0.330
64,10.0.0.1,764,128,0.360
64,10.0.0.1,765,128,0.340
64,10.0.0.1,766,128,0.351
64,10.0.0.1,767,128,0.352
64,10.0.0.1,768,128,0.324
64,10.0.0.1,769,128,0.354
64,10.0.0.1,770,128,0.327
64,10.0.0.1,771,128,0.338
64,10.0.0.1,772,128,0.327
64,10.0.0.1,773,128,0.357
64,10.0.0.1,774,128,0.337
64,10.0.0.1,775,128,0.327
64,10.0.0.1,776,128,0.334
64,10.0.0.1,777,128,0.351
64,10.0.0.1,778,128,0.360
64,10.0.0.1,779,128,0.351
64,10.0.0.1,780,128,0.335
64,10.0.0.1,781,128,0.327
64,10.0.0.1,782,128,0.334
64,10.0.0.1,783,128,3.07
64,10.0.0.1,784,128,0.324
64,10.0.0.1,785,128,2.89
64,10.0.0.1,786,128,0.333
64,10.0.0.1,787,128,2.75
64,10.0.0.1,788,128,0.341
64,10.0.0.1,789,128,2.65
64,10.0.0.1,790,128,0.358
64,10.0.0.1,791,128,2.50
64,10.0.0.1,792,128,0.356
64,10.0.0.1,793,128,2.40
64,10.0.0.1,794,128,0.340
64,10.0.0.1,795,128,2.27
64,10.0.0.1,796,128,0.356
64,10.0.0.1,797,128,2.17
64,10.0.0.1,798,128,0.356
64,10.0.0.1,799,128,2.08
64,10.0.0.1,800,128,0.335
64,10.0.0.1,801,128,1.89
64,10.0.0.1,802,128,0.353
64,10.0.0.1,803,128,1.81
64,10.0.0.1,804,128,0.301
64,10.0.0.1,805,128,1.69
64,10.0.0.1,806,128,0.328
64,10.0.0.1,807,128,1.58
64,10.0.0.1,808,128,0.314
64,10.0.0.1,809,128,1.49
64,10.0.0.1,810,128,0.329
64,10.0.0.1,811,128,1.31
64,10.0.0.1,812,128,0.350
64,10.0.0.1,813,128,1.14
64,10.0.0.1,814,128,0.353
64,10.0.0.1,815,128,1.07
64,10.0.0.1,816,128,0.355
64,10.0.0.1,817,128,0.916
64,10.0.0.1,818,128,0.327
64,10.0.0.1,819,128,0.329
64,10.0.0.1,820,128,0.707
64,10.0.0.1,821,128,0.281
64,10.0.0.1,822,128,0.332
64,10.0.0.1,823,128,0.628
64,10.0.0.1,824,128,0.333
64,10.0.0.1,825,128,0.340
64,10.0.0.1,826,128,0.391
64,10.0.0.1,827,128,0.326
64,10.0.0.1,828,128,0.332
64,10.0.0.1,829,128,0.350
64,10.0.0.1,830,128,0.331
64,10.0.0.1,831,128,0.309
64,10.0.0.1,832,128,0.320
64,10.0.0.1,833,128,0.356
64,10.0.0.1,834,128,0.340
64,10.0.0.1,835,128,0.328
64,10.0.0.1,836,128,0.339
64,10.0.0.1,837,128,0.339
64,10.0.0.1,838,128,0.330
64,10.0.0.1,839,128,0.335
64,10.0.0.1,840,128,0.305
64,10.0.0.1,841,128,0.340
64,10.0.0.1,842,128,0.339
64,10.0.0.1,843,128,0.351
64,10.0.0.1,844,128,0.301
64,10.0.0.1,845,128,0.335
64,10.0.0.1,846,128,0.350
64,10.0.0.1,847,128,0.356
64,10.0.0.1,848,128,0.348
64,10.0.0.1,849,128,0.329
64,10.0.0.1,850,128,0.338
64,10.0.0.1,851,128,0.345
64,10.0.0.1,852,128,0.344
64,10.0.0.1,853,128,0.342
64,10.0.0.1,854,128,0.334
64,10.0.0.1,855,128,0.336
64,10.0.0.1,856,128,0.337
64,10.0.0.1,857,128,0.344
64,10.0.0.1,858,128,0.332
64,10.0.0.1,859,128,0.309
64,10.0.0.1,860,128,0.362
64,10.0.0.1,861,128,0.336
64,10.0.0.1,862,128,0.349
64,10.0.0.1,863,128,0.360
64,10.0.0.1,864,128,0.329
64,10.0.0.1,865,128,0.334
64,10.0.0.1,866,128,0.337
64,10.0.0.1,867,128,0.301
64,10.0.0.1,868,128,0.308
64,10.0.0.1,869,128,0.347
64,10.0.0.1,870,128,0.334
64,10.0.0.1,871,128,0.336
64,10.0.0.1,872,128,0.335
64,10.0.0.1,873,128,0.348
64,10.0.0.1,874,128,0.308
64,10.0.0.1,875,128,0.325
64,10.0.0.1,876,128,0.956
64,10.0.0.1,877,128,0.349
64,10.0.0.1,878,128,0.855
64,10.0.0.1,879,128,0.350
64,10.0.0.1,880,128,0.303
64,10.0.0.1,881,128,0.681
64,10.0.0.1,882,128,0.331
64,10.0.0.1,883,128,0.343
64,10.0.0.1,884,128,0.441
64,10.0.0.1,885,128,0.334
64,10.0.0.1,886,128,0.354
64,10.0.0.1,887,128,0.354
64,10.0.0.1,888,128,0.359
64,10.0.0.1,889,128,0.337
64,10.0.0.1,890,128,0.349
64,10.0.0.1,891,128,0.347
64,10.0.0.1,892,128,0.348
64,10.0.0.1,893,128,0.339
64,10.0.0.1,894,128,0.348
64,10.0.0.1,895,128,0.356
64,10.0.0.1,896,128,0.333
64,10.0.0.1,897,128,0.338
64,10.0.0.1,898,128,0.336
64,10.0.0.1,899,128,0.339
64,10.0.0.1,900,128,0.341
64,10.0.0.1,901,128,0.356
64,10.0.0.1,902,128,0.330
64,10.0.0.1,903,128,0.334
64,10.0.0.1,904,128,0.340
64,10.0.0.1,905,128,0.331
64,10.0.0.1,906,128,0.332
64,10.0.0.1,907,128,0.304
64,10.0.0.1,908,128,0.307
64,10.0.0.1,909,128,0.337
64,10.0.0.1,910,128,2.95
64,10.0.0.1,911,128,0.355
64,10.0.0.1,912,128,2.87
64,10.0.0.1,913,128,0.327
64,10.0.0.1,914,128,2.73
64,10.0.0.1,915,128,0.336
64,10.0.0.1,916,128,2.58
64,10.0.0.1,917,128,0.346
64,10.0.0.1,918,128,2.47
64,10.0.0.1,919,128,0.350
64,10.0.0.1,920,128,2.39
64,10.0.0.1,921,128,0.313
64,10.0.0.1,922,128,2.23
64,10.0.0.1,923,128,0.346
64,10.0.0.1,924,128,2.12
64,10.0.0.1,925,128,0.334
64,10.0.0.1,926,128,2.04
64,10.0.0.1,927,128,0.329
64,10.0.0.1,928,128,1.84
64,10.0.0.1,929,128,0.351
64,10.0.0.1,930,128,1.71
64,10.0.0.1,931,128,0.352
64,10.0.0.1,932,128,1.59
64,10.0.0.1,933,128,0.324
64,10.0.0.1,934,128,1.43
64,10.0.0.1,935,128,0.351
64,10.0.0.1,936,128,1.38
64,10.0.0.1,937,128,0.351
64,10.0.0.1,938,128,1.23
64,10.0.0.1,939,128,0.346
64,10.0.0.1,940,128,1.08
64,10.0.0.1,941,128,0.334
64,10.0.0.1,942,128,0.894
64,10.0.0.1,943,128,0.346
64,10.0.0.1,944,128,0.358
64,10.0.0.1,945,128,0.850
64,10.0.0.1,946,128,0.354
64,10.0.0.1,947,128,0.355
64,10.0.0.1,948,128,0.576
64,10.0.0.1,949,128,0.353
64,10.0.0.1,950,128,0.352
64,10.0.0.1,951,128,0.328
64,10.0.0.1,952,128,0.350
64,10.0.0.1,953,128,0.349
64,10.0.0.1,954,128,0.353
64,10.0.0.1,955,128,0.350
64,10.0.0.1,956,128,0.349
64,10.0.0.1,957,128,0.333
64,10.0.0.1,958,128,0.349
64,10.0.0.1,959,128,0.344
64,10.0.0.1,960,128,0.334
64,10.0.0.1,961,128,0.347
64,10.0.0.1,962,128,0.349
64,10.0.0.1,963,128,0.348
64,10.0.0.1,964,128,0.357
64,10.0.0.1,965,128,0.341
64,10.0.0.1,966,128,0.350
64,10.0.0.1,967,128,0.329
64,10.0.0.1,968,128,0.351
64,10.0.0.1,969,128,0.354
64,10.0.0.1,970,128,0.338
64,10.0.0.1,971,128,0.330
64,10.0.0.1,972,128,0.351
64,10.0.0.1,973,128,0.335
64,10.0.0.1,974,128,0.360
64,10.0.0.1,975,128,0.334
64,10.0.0.1,976,128,0.340
64,10.0.0.1,977,128,0.353
64,10.0.0.1,978,128,0.353
64,10.0.0.1,979,128,0.329
64,10.0.0.1,980,128,0.329
64,10.0.0.1,981,128,0.330
64,10.0.0.1,982,128,0.363
64,10.0.0.1,983,128,0.349
64,10.0.0.1,984,128,0.340
64,10.0.0.1,985,128,0.350
64,10.0.0.1,986,128,0.336
64,10.0.0.1,987,128,0.349
64,10.0.0.1,988,128,0.340
64,10.0.0.1,989,128,0.337
64,10.0.0.1,990,128,0.338
64,10.0.0.1,991,128,0.349
64,10.0.0.1,992,128,0.350
64,10.0.0.1,993,128,0.337
64,10.0.0.1,994,128,0.306
64,10.0.0.1,995,128,0.337
64,10.0.0.1,996,128,0.340
64,10.0.0.1,997,128,0.336
64,10.0.0.1,998,128,0.335
64,10.0.0.1,999,128,0.335
64,10.0.0.1,1000,128,0.339

--- 10.0.0.1 ping statistics ---
1000 packets transmitted, 1000 received, 0% packet loss, time 1018626ms
rtt min/avg/max/mdev = 0.281/0.587/3.131/0.627
